subjects,price,rating,reviewCount,shortDescription,canWorkOnline,isVerified,location,education,experience,source
Математика; История Казахстана; Русский язык; Начальная школа,3000,0.0,0,"Репетитор со стажем работы более 3 лет. Занимаюсь как со старшими, так и с маленькими детьми. Нахожу подход к каждому ребёнку индивидуально. Помогаю выполнять домашнее задание по всем предметам, а также помогаю освоить каждый предмет в отдельности
Опыт работы с более чем 20 учениками с 1-9 классов
Для занятий использую платформы Zoom и WhatsApp   ",True,False,Алматы,Казахский университет международных отношений и мировых языков им.Абылай хана,более 3 лет,Buki
Биология,5000,0.0,0,Учитель биологии с 10-ти летним опытом в БИЛ и двумя годами в международной школе. Преподаю на английском и русском ,True,False,Алматы,Казахский национальный университет им.Аль-Фараби,более 10 лет,Buki
Математика,3000,0.0,0,"Закончила НИШ, ент 139 баллов. Учусь в СДУ на педагога по математике. Свободно владею 3 языками(казахский, русский, Английский). По МЭСК имею A* по математике, физике. Имею классный аттестат  ",True,False,Алматы,Университет имени Сулеймана Демиреля,более 2 лет,Buki
Химия; Начальная школа,3000,0.0,0,Я учусь в университете КазНу  ,True,False,Алматы,Казахский национальный университет им.Аль-Фараби,более 3 лет,Buki
Физика,3000,0.0,0,"Индивидувльній подход к каждому ученику.
 ",True,False,Кентау,Казахский национальный педагогический университет имени Абая,более 10 лет,Buki
"Математика; Игра на гитаре; Психологи, Коучи; Уроки фотошопа; Фотография",3000,0.0,0,Атырау облысында дүниеге келдім. Мектепті Алтын белгіге бітірдім. Универді қызыл дипломға бітірдім. Бірнеше оқушы тәрбиеледім ,True,False,Астана (Нур-Султан),Astana International University ,более 1 года,Buki
Физика,3000,0.0,0,"Егер мектеп бағдарламасы қиындықтар туғызса, осы пәнді түсіну үшін мен сіздерге көмек бере аламын.
Если школьная программа вызывает у вас трудности, я могу помочь вам понять этот предмет. ",True,False,Алматы,Казахский национальный университет им.Аль-Фараби,более 5 лет,Buki
Математика,4000,0.0,0,"Өзім туралы: 2016-2022 жж аль-фараби КазҰУ-да бакалавр, магистр дәрежесін алдым. 2024ж Көкшетау университетін 6 айлық курсынан өттім. 2024ж ПШО Мектептегі математика сабағы бойынша біліктілік курсынан өттім. ",True,False,Шымкент,Казахский национальный университет им.Аль-Фараби,более 5 лет,Buki
Математика; Английский язык,3000,0.0,0,"Окончила Назарбаев Интеллектуальную школу, и обучаюсь в университете того же имени. Есть официльный сертификат IELTS, свободно владею русским и английскими языками. Хорошо нахожу подход к ученикам и имею опыт работы с детьми разных возрастов.  ",True,False,Астана (Нур-Султан),Назарбаев Университет,более 1 года,Buki
Начальная школа,4000,0.0,0,В 2010 году окончила колледж по специальности учитель начальных классов. Стаж работы 12 лет по диплому. Имею категорию педагог-модератор. ,True,False,Усть-Каменогорск,Восточно-Казахстанский педагогический колледж ,более 10 лет,Buki
Математика,3000,0.0,0,"Добрый день. Я основатель маленького образовательного проекта, который внезапно стал международным и объединяет детей и родителей стремящихся к знаниям со всей Евразии. ",True,False,Алматы,УЭУ,более 5 лет,Buki
Английский язык,4000,0.0,0,"Самое главное в моей методики, это объяснять сложные темы, простым языком. Всегда стараюсь с учениками быть на одной волне. Даю самую необходимую информацию. Занятия провожу смотря на запрос ученика.   ",True,False,Алматы,The University of Manitoba ,более 3 лет,Buki
Программирование; Высшая математика,8000,0.0,0,"Энтузиаст в области машинного обучения и исследований, связанных с ним. Закончил МГУ, люблю высшую математику и верю, что если обрести хорошее понимание и математическую интуицию, то это может помочь в самых разных областях карьеры: от исследовательских позиций до работы в крупных компаниях на серьёзными проектами ",True,False,Алматы,Казахстанский Филиал МГУ им. Ломоносова,более 2 лет,Buki
Биология; Казахский язык,5000,0.0,0,"Я уроженка города Кентау Туркестанской области. 
Закончила общеобразовательную школу. 
Мне нравится работать со студентами педагогическими методами. ",True,False,Шымкент,Карагандинский государственный университет имени академика Е.А. Букетова,менее 1 года,Buki
Английский язык,3000,0.0,0,"Студентка, 18 лет. Есть опыт в преподаваний, IELTS 5.5.  ",True,False,Алматы,Казахстанский инновационный университет,менее 1 года,Buki
Информатика,5000,0.0,0,"Работаю репетитором информатики. Подготовка к ЕНТ.

Преподаю в НИШ. Учусь в магистратуре МУИТ.
Преподавал в 125highschool, UStady, KursAnt, Sapaly Bilim. ",True,False,Алматы,Университет имени Сулеймана Демиреля,более 2 лет,Buki
Математика,5000,0.0,0,Учитель высшей категории.Стаж работы 22 года. Окончил уровневые и лидерские курсы. ,True,False,Астана (Нур-Султан),Северо-Казахстанский государственный университет им. М. Козыбаева,более 20 лет,Buki
Турецкий язык,2000,0.0,0,"Аралкул Оразбековна, 22 года, г. Кызылорда/выпускница Туркестанского государственного технического университета, специалист по турецкому языку. ",True,False,Кызылорда,Международный казахско-турецкий университет имени Х.А.Ясави,менее 1 года,Buki
Математика,3000,0.0,0,"Прошла педагогическую практику (математика за 6 класс, алгебра и геометрия за 7 класс). ",True,False,Тараз,Евразийский национальный университет им. Л.Н. Гумилева,менее 1 года,Buki
Математика,3000,0.0,0,Студент Назарбаев Университета. Объясняю разные методы решения задач. Преподаю математику для всех классов школы. ,True,False,Алматы,Назарбаев Университет,менее 1 года,Buki
Математика,3000,0.0,0,"Являюсь студенткой Назарбаев Университета и выпускницей НИШ. Получила два гранта как на программу Foundation через экзамен NUFYPET так и на бакалавриат через результаты МЭСК. Владею английским (по экзамену IELTS получила 7.0) и русским языками. 
 ",True,False,Астана (Нур-Султан),Назарбаев Университет,менее 1 года,Buki
Английский язык,3000,0.0,0,Oбучаюсь в Казахстанском Международном Лингвистическом Колледже и владею английским языком на уровне C1. Имеется опыт проведения индивидуальных занятий для взрослых. ,True,False,Астана (Нур-Султан),Kazakhstan International Linguistic College,менее 1 года,Buki
Математика,2500,0.0,0,"Преподаватель математики с годичным опытом работы в специализированном лицее. Глубоко разбираюсь в современных методиках преподавания, умею адаптировать учебный материал под индивидуальные потребности учеников, повышая их мотивацию и успеваемость. Ответственный, коммуникабельный, стремлюсь к постоянному профессиональному развитию. ",True,False,Талдыкорган,Жетысуский государственный университет имени И. Жансугурова,более 1 года,Buki
Английский язык,3000,0.0,0,"Являюсь носителем языка , мне 18 лет , могу работать онлайн  ",True,False,Алматы,Университет имени Сулеймана Демиреля,менее 1 года,Buki
Математика; Английский язык,3500,0.0,0,Репетитор по математике и английскому языку. Являюсь студенткой Назарбаев Университета по специальности Математические науки. Уровень английского языка- Advanced C1. IELTS 7.5; SAT 1380(780/600). Математика 780/800. ,True,False,Астана (Нур-Султан),Назарбаев Университет,более 3 лет,Buki
Математика; Физика,4000,0.0,0,"Привет! Меня зовут Нигина, я выпускница РФМШ города Алматы.  

Я — репетитор по математике и готова помочь вам достичь отличных результатов!  

Мои достижения:
- 50/50 по математике на ЕНТ (мартовский, январский и грантовский этапы)
- IELTS: 6.5
- Победитель областных и республиканских олимпиад
- 100/120 по математике на NUET ",True,False,Астана (Нур-Султан),Назарбаев Университет,более 2 лет,Buki
Математика,6000,0.0,0,"Учитель математики. Опыт преподавания 7 лет, работал в БИЛ/КТЛ в разных городах. Пол года работал в международной школе в Кении. ",True,False,Кызылорда,Павлодарский государственный университет имени С.Торайгырова,более 5 лет,Buki
Английский язык; Казахский язык,4000,0.0,0,Преподаю английский и казахский язык для учеников младших и старших классов. Время занятий можно обсудить. ,True,False,Алматы,Университет имени Сулеймана Демиреля,более 2 лет,Buki
Английский язык,5000,0.0,0,"Привет! Меня зовут Жания, Я:
• Победительница олимпиад по английскому языку на школьных, сетевых и Республиканских уровнях;
• Автор книги/гайда по написанию эссе разных типов на английском языке               (авторское право и рецензии имеются);
• Есть опыт работы с детьми;
• Качественные материалы и знания. ",True,False,Алматы,Назарбаев Интеллектуальная школа,менее 1 года,Buki
Биология; История Казахстана,4000,0.0,0,Я обучаю детей по предмету биологии и истории. За год работы получила Благодарственное письмо в Республиканском уровне.  ,True,False,Астана (Нур-Султан),Аркалыкский Государственный педагогический институт им.И.Алтынсарина,более 3 лет,Buki
История Казахстана,3000,0.0,0,"В школе я был активистом, имею грамоту за успехи в учебе и за активное участие в жизни школы и класса. Также я являюсь обладателем бронзовой медали Елбасы. Репетиторством я занимаюсь с 2023 года. Связываюсь с учениками только по ватсапу. Если есть какие то пробелы в знаниях по истории Казахстана, пусть пишут мне на номер ",True,False,Алматы,Казахский Национальный Аграрный Университет,менее 1 года,Buki
Английский язык,2000,0.0,0,"Меня зовут Аружан Бауыржановна. 
В 2018 году я поступила в Таразский Инновационный Гуманитарный Университет и закончила его с отличием в 2022 году.
Прошла 20-часовой курс «Восхождение» с целью овладения знаниями по специальности и новыми методами обучения. ",True,False,Тараз,Таразский инновационно-гуманитарный университет,менее 1 года,Buki
Корейский язык,5000,0.0,0,Изучаю корейский и английский языки. Обожаю разбирать корейские дорамы и песни для того чтобы прокачать свое аудирование. Увлекаюсь культурой  Кореи ,True,False,Алматы,Казахский университет международных отношений и мировых языков им.Абылай хана,менее 1 года,Buki
Математика; Английский язык; История Казахстана; Казахский язык,3000,0.0,0,Я студент 3 курса. Учусь по специальности переводческое дело.  ,True,False,Астана (Нур-Султан),КАЗГЮУ имени Максута Нарикбаева,менее 1 года,Buki
Английский язык,6000,0.0,0,"Я учусь в Назарбаев Университете по специальности Мировые языки, литература и лингвистика. Помогу понять английский язык и перестать бояться заговорить на нем, а также быстро понять экзамены и подготовиться к ним на отлично! ",True,False,Астана (Нур-Султан),Назарбаев Университет,более 3 лет,Buki
Английский язык,2000,0.0,0,"Работаю дистанционно, по видеосвязи.

Ответственна, терпелива, доброжелательна. ",True,False,Семей,КАРГУ им Е .Букетова,более 20 лет,Buki
Начальная школа; Казахский язык,2000,0.0,0,Учитель начальных классов ,True,False,Семей,Государственный университет имени Шакарима г.Семей,менее 1 года,Buki
Казахский язык,3000,0.0,0,Репетитор казахского языка и литературы со степенью магистра. ,True,False,Уральск,Казахский национальный университет им.Аль-Фараби,более 1 года,Buki
Математика; Физика,3500,0.0,0,"
Сдал ЕНТ на 115 баллов. Студент 4 курса. Средний балл 3,62. Имею опыт репетиторства по физике. Основное внимание уделяю расчетам и теории. Работаю над слабыми сторонами ученика через уровневые расчеты, контрольные работы и ежемесячные тестовые задания. Помогаю раскрыть потенциал ученика, быстро и доступно объяснить тему, сформировать крепкую базу. ",False,False,Абай,Казахский национальный педагогический университет имени Абая,менее 1 года,Buki
Математика,4000,0.0,0,"Подготовка к ЕНТ, НИШ, РФМШ
Опыт работа: более 5лет
Место работы: подготовительный центр Ustudy
 ",True,False,Алматы,Казахский национальный педагогический университет имени Абая,более 5 лет,Buki
Математика; Физика,3000,0.0,0,"Во-первых я учился в спец школе которая больше всего уделяла внимание на естественные науки
Во-вторых я очень хорошо знаю такие предметы как физика, математика и химия.
В-третьих сам я позитивный в то же время ответственный человек  ",True,False,Астана (Нур-Султан),Евразийский национальный университет им. Л.Н. Гумилева,менее 1 года,Buki
Английский язык,3000,0.0,0,Я выпускница университета международных отношений и мировых языков имени Абылай хана по специальности переводческое дело. Переводчик с английского языка.  ,True,False,Алматы,Казахский университет международных отношений и мировых языков им.Абылай хана,менее 1 года,Buki
Английский язык,3000,0.0,0,"Дипломированный и сертифицированный опытный преподаватель с опытом более 10 лет. 
Пробный урок бесплатный ",True,False,Шымкент,Евразийский национальный университет им. Л.Н. Гумилева,более 10 лет,Buki
Английский язык,3000,0.0,0,Степень бакалавра переводческое дело. ,True,False,Алматы,Университет иностранных языков и деловой карьеры ,менее 1 года,Buki
История Казахстана,3000,0.0,0," Данагуль Жанатовна
15.07.1998
Ученая степень: 5В020300-Бакалавр истории.
Категория: Преподаватель-Модератор Срок действия истек 17 апреля 2023 г. ",True,False,Алматы,Казахский государственный женский педагогический университет,более 3 лет,Buki
Турецкий язык; Казахский язык,3500,0.0,0,"Помогаю учащимся освоить школьную программу. Могу помочь иностранным гражданам, которые хотят изучать казахский язык,организатор опыт изучения казакского: 4 лет  ",True,False,Алматы,Университет имени Сулеймана Демиреля,менее 1 года,Buki
Химия,3000,0.0,0,"Обучаюсь на 4 курсе в Химическом институте на специальности ""Фундаментальная и прикладная химия"", являюсь призером олимпиады по органической химии на базе Казанского Федерального Университета, занимаюсь репетиторством более 1 года.  ",True,False,Актобе,КФУ,более 1 года,Buki
Английский язык,3000,0.0,0,"Студент 4-го курса СДУ. Опыт работы более 3-х лет. Обучала студентов в Lucky Way, ELC, JTS. Имеется IELTS - 7.0. Бакалавр по специальности ""Два иностранных языка"".  ",True,False,Алматы,Университет имени Сулеймана Демиреля,более 3 лет,Buki
География,3500,0.0,0,Мнение студентов очень важно для меня. ,True,False,Шымкент,Южно-Казахстанский государственный педагогический институт,более 10 лет,Buki
Математика,2500,0.0,0,Я учитель математики.       ,True,False,Шымкент,Южно-Казахстанский педагогический университет,более 1 года,Buki
Литература; Казахский язык,4000,0.0,0,"Дорогие друзья, я Альмира Крымгереевна, буду учителем казахского языка и литературы!
Мой метод:
1. Пояснение темы
2. Тематический тест
3. Просить понимания по обсуждаемой в данный момент теме.
4. Домашнее задание
Моя цель – сделать ученика успешным и продуктивным.
 ",True,False,Актобе,Актюбинский региональный государственный университет им.К.Жубанова,более 3 лет,Buki
Английский язык,3000,0.0,0,"Меня зовут Дильназ, я студентка 1 курса на английском отделении. Сдавала IELTS, преподаю только начальным уровням  ",True,False,Алматы,Uib,менее 1 года,Buki
Русский язык,3500,0.0,0,"Креативность,  подход к любому ученику ",True,False,Алматы,Таразский государственный педагогический институт,более 10 лет,Buki
Химия,3000,0.0,0,"Анар
возраст: 23
Могу проводить как индивидуальные, так и групповые занятия по различным дисциплинам. ",True,False,Астана (Нур-Султан),Южно-Казахстанский государственный университет им. М. Ауэзова,более 2 лет,Buki
Английский язык,5000,0.0,0,"Hi, Вас приветствует квалифицированный преподаватель английского языка. 
Опыт преподавания взрослых и детей: 7 лет. 
Высшее педагогическое образование ( КарГУ им. Е.А.Букетова).
Плюсы занятий со мной: 
- интерактивные уроки
-индивидуальный подход

Ваш ребёнок полюбит английский язык! ",True,False,Алматы,Карагандинский государственный университет имени академика Е.А. Букетова,более 5 лет,Buki
Казахский язык,3000,0.0,0,"Ответственная, пунктуальная, целустремленная ",True,False,Алматы,Казахский национальный педагогический университет имени Абая,более 5 лет,Buki
Казахский язык,3000,0.0,0,Активно участвую во внеурочной деятельности.  Провожу тематические развивающие занятия. Имею опыт репетиторства и подготовки детей к школе.  Высшая категория.  ,True,False,Алматы,Казахский национальный университет им.Аль-Фараби,более 10 лет,Buki
Математика; Программирование,3000,0.0,0,В данный момент я являюсь студентом магистратуры в Венеции (Италия) по специальности кибербезопасность. Имею большой опыт в программировании так как занимаюсь этим с раннего возраста. Участвовала в олимпиадах и научных проектах.  ,True,False,Алматы,Казахский национальный университет им.Аль-Фараби,менее 1 года,Buki
Английский язык,3000,0.0,0,"Студент назарбаев университ и выпускник НИШ
 ",True,False,Астана (Нур-Султан),Назарбаев Университет,менее 1 года,Buki
Английский язык,4000,0.0,0,"4 года проработала в гимназии, с 2017 преподаю на курсах английского языка. Подготавливаю учеников к сдачи IELTS,помогаю улучшить разговорный английский. В качестве пособий использую кэмбриджские учебники.  ",True,False,Тараз,ТарГПи,более 10 лет,Buki
Математика,2000,0.0,0,"Математика + логика в образовательном центре
Алгебра + геометрия + логика
Трехсторонняя работа:
Родители
Студент
Учитель ",False,False,Шымкент,Оқу орталығы,более 20 лет,Buki
Математика,3000,0.0,0,"Я учусь на 3 курсе, люблю преподавать математику, особенно люблю развивать у студентов энтузиазм к урокам, используя различные современные методы. ",False,False,Шымкент,Южно-Казахстанский педагогический университет,менее 1 года,Buki
Математика,3000,0.0,0,"Я студент Университета КАЗНИТУ. Прошло 2 года с тех пор, как я обучал студентов в области математики. ",False,False,Алматы,КАЗНИТУ,более 2 лет,Buki
Английский язык,4000,0.0,0,"Преподаватель английского языка с опытом более 6 лет. Работала в различных учебных центрах и школе-гимназии с углубленным изучением английского языка. Уровень знания языка С1 - Advanced. Опыт в подготовке студентов к олимпиаде, с отличными результатами в виде призовых мест. ",True,False,Астана (Нур-Султан),Актюбинский региональный государственный университет им.К.Жубанова,более 5 лет,Buki
Английский язык,3000,0.0,0,"Закончил НИШ, на данный момент обучаюсь в Гонконге на полном гранте с стипендией. Сдавал экзамен айлтс три раза и все три раза получил 8.0/9.0. Полностью знаю структуру экзамена и что нужно делать для того чтобы набрать высокий балл. Имею опыт преподавания как в Казахстане, так и за рубежом.  ",True,False,Алматы,Hong Kong Baptist University,менее 1 года,Buki
Подготовка к школе; Начальная школа,2000,0.0,0,"Учитель начальных классов,  умею находить находить индивидуальный подход к вашему ребенку! ",True,False,Петропавловск,Северо-Казахстанский государственный университет им. М. Козыбаева,более 3 лет,Buki
Математика,2500,0.0,0,"Обладаю высокой работоспособностью, умею работать в режиме многозадачности и в команде, имею развитые организационные и управленческие способности. Хобби: чтение книг, рисование. Результаты международных экзаменов:
1) SAT MATH - 800/800
2) IELTS - 7.5
3) DUOLINGO - 125
4) CAIE GCE A-level - Математика(A*/A*), физика(A*/A*), информатика(A*/A*)  ",True,False,Актобе,Politecnico di Torino,более 5 лет,Buki
Английский язык,2000,0.0,0,Я студентка 2 курса кафедры двух иностранных языков Карагандинского университета имени Е.А. Бокетова. Я могу преподавать английский язык маленьким детям. Мне нравится работать с детьми. ,False,False,Караганда,Карагандинский государственный университет имени академика Е.А. Букетова,менее 1 года,Buki
Казахский язык,3000,0.0,0,"Добрый день! Я преподаватель-модератор, магистрант с 7-летним стажем работы по казахскому языку и литературе. Если вам нужно выучить язык, перевести на работе, выполнить задания в классе и подробно объяснить темы, свяжитесь со мной. ",True,False,Жанаозен,Западно-Казахстанский государственный университет им.М.Утемисова,более 5 лет,Buki
Английский язык,4000,0.0,0,"Доброжелательная, коммуникабельная, ответственная.  ",True,False,Алматы,Казахский университет международных отношений и мировых языков им.Абылай хана,более 3 лет,Buki
Химия,3000,0.0,0,Формат урока может быть изменен по желанию ученика. ,True,False,Астана (Нур-Султан),Актюбинский региональный государственный университет им.К.Жубанова,более 1 года,Buki
Английский язык,5000,0.0,0,"Hello 👋 Меня зовут Зулифа. Я являюсь учителем английского 2 года. До этого работала просто с младшими классами, где вела все основные предметы. По специальности я учитель начальных классов, окончила Кыргызско казахский университет в городе Бишкек. Живу в Токмоке, веду репетиторство английского языка как в онлайн системе, так и в оффлайн системе. ",True,False,Алматы,Кыргызско казахский университет ,более 5 лет,Buki
Начальная школа,2500,0.0,0,"Вас приветствует учитель начальных классов - Ахтемова Сабина Кайратовна. Часто в воображении я всех нас сравниваю с воздушными шариками. Кто-то взмывает в самую высь, кто-то держится ближе к земле, а кто-то громко лопается. кто поможет справиться с трудностями? Безусловно-учитель! ",False,False,Тараз,Таразский государственный педагогический институт,более 5 лет,Buki
Математика,3000,0.0,0,"В 2022 году окончил Назарбаев Интеллектуальную школу, на данный момент студент СДУ ",True,False,Алматы,Университет имени Сулеймана Демиреля,менее 1 года,Buki
Английский язык,3500,0.0,0,"Владею несколькими иностранными языками. Большой опыт преподавания в ВУЗе, школе и репетиторства для детей и взрослых, поставивших цель выезда за границу на учебу/ПМЖ. Интересные современные методики преподавания, различные тематики за пределами школьного и университетского курса. Еждневная практика общения с носителями языка (США) ",True,False,Алматы,КазГУМЯ,более 10 лет,Buki
Английский язык,3500,0.0,0,"Имею среднее педагогическое образование и высшее зарубежное лингвистическое образование.
Опыт работы в переводческой деятельности более 1 года.
Опыт работы преподавательской деятельности более 2 лет.

 ",True,False,Алматы,"Московский Финансово-Промышленный Университет ""Синергия""",более 2 лет,Buki
Английский язык,3000,0.0,0,"Меня зовут Даша,я являюсь студентом 2 курса. Опыт изучения языка более 7 лет. Помогу понять легко и просто английский язык,а так же помогу свободно на нем говорить. Всех жду на своих уроках ",True,False,Алматы,КАУ,менее 1 года,Buki
Английский язык,3000,0.0,0,"Меня зовут Лаура. Я преподаю английский с 0 для детей и взрослых. Поступила в один из лучших университетов Великобритании.  Имею сертификат IELTS UKVI 6.0 
 ",True,False,Астана (Нур-Султан),London university ,более 3 лет,Buki
Математика,3000,0.0,0,"Меня зовут Улжалгас, 2003 года рождения, мне 20 лет, я студентка Казахского национального педагогического университета для девочек, г. Алматы, 2 года работала репетитором. ",True,False,Алматы,Казахский государственный женский педагогический университет,более 2 лет,Buki
Математика,3000,0.0,0,Я родилась и выросла в городе Сарыагаш Туркестанской области. ,False,False,Алматы,Казахский государственный женский педагогический университет,менее 1 года,Buki
Биология; Подготовка к школе; Начальная школа,2500,0.0,0,"Здравствуйте,  я студентка последнего курса по специальности начальные классы, и закончила университет по специальности Биотехнология.  Закончила школу на золотую медаль. Отношусь к работе ответсвенно и щепетильно. Буду рада помочь вашему ребёнку. ",True,False,Усть-Каменогорск,Евразийский национальный университет им. Л.Н. Гумилева,более 1 года,Buki
Математика,2500,0.0,0,Я студентка СКГУ. Факультет математики и физики. С раннего возраста проявилась любовь к математике. Хочу делится этими знаниями с окружающими. ,True,False,Петропавловск,Северо-Казахстанский государственный университет им. М. Козыбаева,менее 1 года,Buki
Турецкий язык,4000,0.0,0,Я дипломированный преподаватель и носитель турецкого языка.В настоящий момент получаю степень магистра  по специальности “Подготовка учителей иностранного языка” (научно-педагогическое направление - английский и турецкий языки).Влюбляю учеников в язык и культуру. На первом уроке вы освоите турецкий алфавит и научитесь читать. ,True,False,Туркестан,Международный казахско-турецкий университет имени Х.А.Ясави,более 2 лет,Buki
Казахский язык,3000,0.0,0,"Меня зовут Аяжан. 1,5 года была репетитором, опыт есть, работаю с 5-9  классами  ",False,False,Алматы,Казахский национальный педагогический университет имени Абая,более 1 года,Buki
Английский язык,3000,0.0,0,"На данный момент, студент Университета международного бизнеса на программе ""Marketing analysis & research"". Имеется сертификат IELTS 7.0. Умею ладить с детьми.  Я стараюсь создать атмосферу, где каждый студент чувствует себя комфортно и уверенно, что способствует более эффективному обучению. Ученикам по старше разрешаю парить на занятиях.
 ",True,False,Алматы,Университет международного бизнеса,менее 1 года,Buki
Биология,3500,0.0,0,"Мне 25 я являюсь врачом общей практики, работаю в неотложной больнице паралельно занимаясь преподавательством. ",True,False,Алматы,Казахстанско-Российский медицинский университет,более 5 лет,Buki
Английский язык; Турецкий язык,2500,0.0,0,"Привет, меня зовут Ясмина Хадировна, я будущий переводчик и преподователь английского турецкого и французского языка, полностью владею казахским, русским, турецким и английским, имею опыт в онлайн преподовании и по стараюсь найти подходящую методику для тебя. ",True,False,Каскелен,Университет имени Сулеймана Демиреля,более 1 года,Buki
Физика,6000,0.0,0,"Аккуратный, пунктуальный, специалист своего дела. Я знаю, как выйти из любой ситуации. Я преподаю по-разному. ",True,False,Атырау,Евразийский национальный университет им. Л.Н. Гумилева,менее 1 года,Buki
Шахматы,4000,0.0,0,Являюсь тренером по шахматам  ,True,False,Астана (Нур-Султан),Костанайский государтсвенный университет имени А.Байтурсынова,более 2 лет,Buki
Математика,4000,0.0,0,Закончил Кокшетауский КТЛ(Казахско-Турецкий лицей).Могу помочь с поступлением и в общем с пониманием математики 5-7 классы.Буду рад помочь и самому набраться еще большему опыту ,True,False,Астана (Нур-Султан),Назарбаев Университет,менее 1 года,Buki
Математика; Английский язык,2000,0.0,0,Учусь на 3 курсе факультета иностранных язык в Карагандинском университете имени Е.А. Букетова. Если опыт работы с детьми и подростками ,True,False,Караганда,Карагандинский государственный университет имени академика Е.А. Букетова,более 1 года,Buki
Математика,3500,0.0,0,"Закончил РФМШ в Астане 2020 г.
 ",True,False,Астана (Нур-Султан),Евразийский национальный университет им. Л.Н. Гумилева,менее 1 года,Buki
Физика,3000,0.0,0,"Құрметті оқушылар физика оңай сабақ, қолым тиіп жатса любой бағытта дайындай аламын, стаж 8 жыл, педагог-зерттеуші ",True,False,Талдыкорган,Жетысуский государственный университет имени И. Жансугурова,более 5 лет,Buki
